task_id,storeId,storeName,tag
af6fab2f-6564-476d-b5e6-4484eb351d94,12513511,大润发代购-台州南路仓,大润发（台州南路店）
f83ceb4d-c114-486d-a98d-4416f2b59cb8,12082168,孩子王-沭阳万达店,孩子王（万达店）
7e714425-d82e-4707-b305-fbbb9a75edb5,11889285,乐友成都双流欧尚店,乐友（双流欧尚店）
628c9c4b-d79e-4ff0-858c-2dc57962212b,12331465,货多便利超市(沭阳站),
7e714425-d82e-4707-b305-fbbb9a75edb5,13010879,乐享购精选-东升站,
af6fab2f-6564-476d-b5e6-4484eb351d94,12330968,邻我超市(沭阳站),
7e714425-d82e-4707-b305-fbbb9a75edb5,12682765,天天酒水（金凤街）,
628c9c4b-d79e-4ff0-858c-2dc57962212b,12513512,大润发代购-沭阳1仓,
628c9c4b-d79e-4ff0-858c-2dc57962212b,12485286,大润发代购-沭阳站,
7e714425-d82e-4707-b305-fbbb9a75edb5,13016440,大润发(东升店),
7e714425-d82e-4707-b305-fbbb9a75edb5,12597260,宁儿超市,
f83ceb4d-c114-486d-a98d-4416f2b59cb8,13016210,大润发(沭阳店),
f83ceb4d-c114-486d-a98d-4416f2b59cb8,12972824,华联乐购超市（宿迁沭阳店）,
7e714425-d82e-4707-b305-fbbb9a75edb5,12435981,邻里优选超市香楠店,
7e714425-d82e-4707-b305-fbbb9a75edb5,12300975,邻我超市(香榭美玲站),
7e714425-d82e-4707-b305-fbbb9a75edb5,12350510,贝贝熊（成都双流CD15店）,
628c9c4b-d79e-4ff0-858c-2dc57962212b,13010756,乐享购精选-沭阳站,
7e714425-d82e-4707-b305-fbbb9a75edb5,12423684,大润发代购（东升）,
7e714425-d82e-4707-b305-fbbb9a75edb5,12280859,谊品生鲜（锦绣华都店）,
e98f8186-2927-4876-b3db-c275ec6a8f5e,12928598,淮安市淮阴区1仓,
67a5cbdd-ff63-4b2b-a670-6f3cc776d826,12270853,华东利群沭阳一店,
92fd716f-eb36-4d87-90ab-0a0674d6c350,12566358,金拍档商超店-隔日达,
7e714425-d82e-4707-b305-fbbb9a75edb5,11660836,菜妈妈生鲜-双流菜市场,
628c9c4b-d79e-4ff0-858c-2dc57962212b,12331911,都行零食(沭阳站),
e98f8186-2927-4876-b3db-c275ec6a8f5e,12959796,小鲸鱼生活馆-盐城市快递店,
e98f8186-2927-4876-b3db-c275ec6a8f5e,12948978,甄选邮购-淮安站,
6c3d4e73-c52c-476f-8856-ef87ea2ac0f8,12529860,布岛途途生鲜（九江仓）,
af6fab2f-6564-476d-b5e6-4484eb351d94,13038796,帮购达（百果园帝景华府店）,
92fd716f-eb36-4d87-90ab-0a0674d6c350,12227638,三点一刻烘焙屋（沭阳店）,
628c9c4b-d79e-4ff0-858c-2dc57962212b,12625746,仓储配送网点-宿迁站,
6c3d4e73-c52c-476f-8856-ef87ea2ac0f8,12965742,帮购达（青年路市场店）,
7e714425-d82e-4707-b305-fbbb9a75edb5,11653732,沃尔玛-双流店,
e98f8186-2927-4876-b3db-c275ec6a8f5e,12823210,百货帮购配送站-淮安站,
6c3d4e73-c52c-476f-8856-ef87ea2ac0f8,11653281,蔬乡门递-蛟龙港店,
6c3d4e73-c52c-476f-8856-ef87ea2ac0f8,11775623,蔬乡门递-双流店,
e98f8186-2927-4876-b3db-c275ec6a8f5e,12618394,美妆护肤景天馆-沭阳站,
92fd716f-eb36-4d87-90ab-0a0674d6c350,13009651,巡百达-宿迁站,
